recid,boro,uf1_1,uf1_2,uf1_3,uf1_4,uf1_5,uf1_6,uf1_7,uf1_8,uf1_9,uf1_10,uf1_11,uf1_12,uf1_13,uf1_14,uf1_15,uf1_16,uf1_35,uf1_17,uf1_18,uf1_19,uf1_20,uf1_21,uf1_22,sc23,sc24,sc36,sc37,sc38,sc30,sc518,uf49,sc520,uf33,uf51,sc522,sc553,sc555,sc523,sc524,sc525,sc526,sc527,sc528,sc529,sc530,sc531,sc532,sc533,sc534,sc535,uf31,uf19,new_csr,nusc,sc26,uf23,rec62,rec64,uf32,rec21,cd,seqno,fw,hflag6,hflag3,hflag15,hflag17,hflag8,hflag5
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,4,2,08,1,03,05,2,9,2,4,03,0,3,0,4,2,1,6,1,1,1,99,02100,2,30,02,07,07,1,1,0525,1,07,958817,252.42484,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,4,2,05,2,02,03,2,9,2,4,03,0,3,0,4,2,1,6,4,4,3,03,99999,2,04,01,11,07,1,1,9999,1,07,485565,257.11224,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,4,2,05,2,02,04,2,9,2,1,01,0,3,0,4,2,1,6,4,4,3,03,99999,2,04,01,11,07,1,1,9999,1,07,342699,241.42775,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,4,2,05,2,02,02,2,9,2,4,03,0,3,0,4,2,1,6,4,4,3,03,99999,2,04,01,11,07,1,1,9999,1,07,645729,190.97661,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,1,8,2,2,4,2,4,2,05,2,02,02,2,9,2,4,03,0,3,0,4,2,1,3,2,1,3,03,99999,2,04,12,11,09,1,1,9999,8,07,422457,257.11224,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,1,2,2,2,4,2,4,2,05,2,02,01,2,9,2,3,02,0,3,0,4,2,1,6,2,1,3,03,99999,2,04,12,11,09,1,1,9999,1,07,828831,212.6894,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,1,2,2,2,4,2,4,2,05,2,02,03,2,9,2,4,03,0,3,0,4,2,1,3,2,1,3,03,99999,2,04,12,11,09,1,1,9999,1,07,545569,212.6894,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,3,2,04,2,02,04,2,9,2,6,04,0,3,0,4,1,1,1,2,1,1,99,01700,2,80,13,07,07,1,1,0283,1,07,244855,212.6894,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,8,2,05,1,02,03,2,9,2,4,03,0,3,0,4,2,1,6,2,1,3,08,99999,2,04,02,11,09,1,1,9999,1,07,141093,212.6894,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,1,1,9,9,9,9,9,9,9,9,1,9,2,2,2,3,2,4,2,06,1,01,01,2,9,2,1,01,0,3,0,4,2,1,6,1,1,3,08,99999,2,04,02,11,07,1,1,9999,1,07,290468,183.68513,0,0,0,0,1,0
3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,1,05,3,02,03,2,9,2,4,03,0,3,0,4,4,1,6,3,4,1,99,00750,2,80,12,07,10,1,1,0187,8,07,685795,257.11224,0,0,0,0,0,0
3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,05,3,03,04,2,9,2,4,03,0,3,0,4,4,1,6,3,4,1,99,00750,2,80,12,07,10,1,1,0187,8,07,283359,216.58175,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,1,2,2,2,3,2,4,2,06,1,03,04,2,9,2,4,03,2,9,3,9,2,1,2,2,1,3,04,99999,2,04,02,11,09,5,6,9999,1,07,363145,228.71035,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,1,2,2,2,3,2,4,2,06,1,03,03,2,9,2,4,03,2,9,3,9,2,1,2,2,1,3,04,99999,2,04,02,11,09,5,6,9999,1,07,435014,255.91714,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,1,2,2,2,4,3,4,2,03,2,01,03,2,9,2,5,04,0,3,0,4,1,1,1,1,1,3,03,99999,2,04,13,11,10,1,1,9999,1,07,413986,223.058,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,5,2,04,1,01,02,2,9,2,4,03,0,3,0,4,2,1,5,1,1,3,03,99999,2,04,13,11,10,1,1,9999,1,07,675846,222.44106,0,0,0,0,0,0
3,2,9,9,9,1,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,3,2,06,2,01,02,2,9,2,3,02,0,3,0,4,2,1,3,2,1,3,10,99999,2,04,02,11,08,1,1,9999,1,07,840013,220.98719,0,0,0,0,1,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,8,2,4,2,3,2,06,2,01,02,2,9,2,4,03,0,3,0,4,2,4,3,2,1,3,10,99999,2,04,02,11,08,1,1,9999,1,07,232439,214.84193,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,3,2,06,2,01,03,2,9,2,3,02,0,3,0,4,2,1,3,2,1,3,10,99999,2,04,02,11,08,1,1,9999,1,07,000493,222.44106,0,0,0,0,1,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,1,2,11,2,03,02,2,9,2,4,03,0,3,0,4,2,1,3,2,1,1,99,01400,2,30,02,07,08,1,1,0350,1,07,478194,270.37333,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,1,4,1,4,2,05,2,02,02,2,9,2,1,01,0,3,0,4,2,1,6,1,1,3,08,99999,2,04,12,11,09,1,1,9999,1,08,597193,234.66421,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,1,4,1,8,2,03,2,03,02,2,9,2,3,02,0,3,0,4,2,1,6,1,1,3,03,99999,2,04,13,11,10,1,1,9999,1,08,328318,196.36935,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,2,2,1,2,11,2,05,07,1,1,1,2,01,0,3,0,4,2,1,1,2,1,1,99,01300,1,30,02,07,08,1,1,0650,1,08,094822,154.68221,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,1,8,8,01,2,01,02,2,9,8,2,01,0,3,0,4,2,1,8,8,8,3,12,99999,2,04,13,11,09,1,1,9999,1,08,607116,237.76505,0,0,1,1,1,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,2,2,8,2,03,2,01,03,2,9,8,4,03,0,3,0,4,2,1,5,2,1,1,99,01150,2,80,13,07,09,1,1,0287,1,08,356958,215.62116,0,0,0,0,1,1
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,1,2,2,2,3,2,03,2,01,02,2,9,2,6,05,0,3,0,4,2,1,5,4,1,3,10,99999,2,04,13,11,09,1,1,9999,1,08,727714,186.88981,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,3,5,8,05,8,02,02,2,9,8,3,02,0,3,0,4,2,1,8,8,8,3,03,99999,2,04,05,11,09,1,1,9999,1,08,347173,234.66421,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,3,5,2,05,2,02,03,2,9,2,4,03,0,3,0,4,2,1,6,2,1,3,03,99999,2,04,05,11,09,1,1,9999,1,08,694631,186.00202,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,5,2,05,2,02,04,2,9,2,6,04,0,3,0,4,2,1,6,2,1,3,03,99999,2,04,05,11,09,1,1,9999,1,08,955465,216.58084,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,1,8,2,03,1,01,02,2,9,2,1,01,0,3,0,4,1,1,6,1,1,3,09,99999,2,04,13,11,10,1,1,9999,1,08,991046,278.66632,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,1,8,2,03,1,01,01,2,9,2,1,01,0,3,0,4,1,1,6,1,1,3,09,99999,2,04,13,11,10,1,1,9999,1,08,210187,200.38326,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,5,2,08,2,02,04,2,9,2,3,02,0,3,0,4,2,1,1,2,1,3,01,99999,2,04,02,11,09,1,1,9999,1,08,449835,222.05147,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,4,2,01,2,01,02,2,9,2,8,06,0,3,0,4,2,1,6,1,1,3,02,99999,2,04,13,11,09,1,1,9999,1,09,628383,206.47555,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,1,9,2,2,2,4,2,5,2,01,2,01,02,2,9,2,7,05,0,3,0,4,4,1,6,1,4,2,99,99999,2,03,13,05,09,1,1,9999,1,09,206185,201.53222,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,8,2,01,2,01,98,2,9,2,8,06,0,3,0,4,2,1,1,1,1,3,06,99999,2,04,13,11,07,1,1,9999,1,09,093612,196.36935,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,8,8,8,8,8,8,9,9,9,9,1,9,2,2,1,4,1,5,2,05,1,02,02,2,9,1,3,02,0,3,0,4,2,1,3,1,1,3,08,99999,2,04,03,11,09,1,1,9999,1,09,940126,273.0843,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,5,2,07,2,01,01,2,9,2,1,01,0,3,0,4,2,1,3,2,1,3,10,99999,2,04,02,11,07,1,1,9999,1,09,286972,210.34065,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,1,5,2,11,2,03,05,2,9,2,4,03,0,3,0,4,1,2,6,2,4,3,03,99999,1,04,02,11,07,1,1,9999,1,09,837135,210.34065,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,2,2,1,2,12,2,05,03,1,2,2,3,02,0,3,0,4,2,1,4,2,1,1,99,01200,1,30,03,07,07,1,1,0400,1,09,593455,216.60728,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,1,5,2,05,2,02,02,2,9,2,5,04,0,3,0,4,2,4,1,4,4,3,04,99999,2,04,02,11,08,1,1,9999,1,09,189229,248.25148,0,0,1,1,1,0
3,2,9,9,9,9,1,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,1,9,2,1,2,4,2,5,2,05,2,01,03,2,9,2,3,02,0,3,0,4,2,1,5,2,1,3,04,99999,2,04,05,11,10,1,1,9999,1,09,929217,234.66421,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,1,9,2,1,2,4,2,5,2,05,2,02,04,2,9,2,3,02,0,3,0,4,2,1,5,4,1,3,09,99999,2,04,05,11,10,1,1,9999,1,09,422563,234.66421,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,1,1,1,1,2,12,2,05,03,1,1,1,3,02,0,3,0,4,2,1,6,2,1,3,12,99999,1,04,02,11,08,1,1,9999,1,09,241992,236.63324,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,2,2,5,2,03,1,01,02,2,9,1,1,01,0,3,0,4,2,1,6,1,1,3,08,99999,2,04,13,11,05,1,1,9999,1,10,630729,234.81856,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,1,1,2,5,2,12,2,06,02,1,1,2,4,03,0,3,0,4,2,3,4,1,3,3,08,99999,2,04,03,11,06,1,1,9999,1,10,482506,236.10862,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,1,2,2,2,4,2,5,2,04,2,01,03,2,9,2,3,03,0,3,0,4,3,1,5,2,1,3,04,99999,2,04,13,11,08,1,1,9999,1,10,401762,158.67014,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,2,2,1,2,07,2,02,02,2,9,2,2,02,0,3,0,4,2,1,5,2,1,1,99,01100,2,80,02,07,08,1,1,0550,1,10,889636,222.68771,0,0,0,0,0,1
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,1,1,1,5,2,12,2,05,02,1,1,1,1,01,0,3,0,4,1,3,3,1,3,2,99,99999,2,07,03,05,06,1,1,9999,1,10,979983,283.14108,0,0,0,1,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,1,2,2,2,4,2,5,2,03,1,01,01,2,9,2,3,02,0,3,0,4,2,1,6,2,1,3,05,99999,2,04,13,11,07,1,1,9999,1,10,994824,233.09489,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,8,8,8,8,8,8,2,2,2,2,2,5,2,11,2,03,04,2,9,2,4,03,0,3,0,4,1,1,1,2,1,1,99,01400,1,30,02,07,08,1,1,0350,1,10,142843,232.6052,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,9,1,1,9,9,9,9,9,9,1,2,2,2,4,2,4,1,01,2,01,02,2,9,1,2,02,0,3,0,4,2,1,6,3,1,2,99,99999,2,03,13,05,08,1,1,9999,1,10,058726,176.22606,0,0,0,0,1,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,8,8,8,8,8,8,2,2,2,1,3,1,2,12,2,05,02,1,2,2,3,02,0,3,0,4,1,3,8,1,3,2,99,99999,1,07,03,05,05,1,1,9999,1,10,654043,158.67014,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,8,8,8,8,8,8,8,8,8,8,8,8,2,2,8,8,8,5,2,05,3,02,01,2,9,2,1,01,0,3,0,5,2,1,4,1,1,3,03,99999,2,04,05,11,08,1,2,9999,1,10,003655,166.209,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,1,2,12,2,03,04,2,9,2,3,02,0,3,0,4,1,1,2,2,1,3,03,99999,1,04,02,11,08,1,1,9999,1,10,985583,158.67014,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,1,2,2,2,4,2,3,2,03,2,01,02,2,9,2,6,04,0,3,0,4,2,1,1,2,1,3,02,99999,2,04,13,11,08,1,1,9999,1,10,728837,207.23168,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,1,1,1,5,2,12,2,05,07,1,2,2,3,02,0,3,0,4,1,1,2,2,1,3,03,99999,1,04,03,11,06,1,1,9999,1,10,438662,245.63111,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,2,2,5,3,03,2,01,03,2,9,2,6,04,0,3,0,4,2,1,6,4,1,3,09,99999,2,04,13,11,08,1,1,9999,1,10,032627,167.57458,0,1,0,0,0,0
3,2,9,9,1,9,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,1,3,2,2,2,2,3,3,01,2,01,02,2,9,2,3,02,0,3,0,4,2,1,2,4,1,2,99,99999,2,03,13,05,08,1,1,9999,1,10,713039,176.22606,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,2,2,4,2,08,1,02,02,2,9,2,1,01,0,3,0,4,1,1,6,2,1,3,08,99999,1,04,02,11,07,1,1,9999,1,10,146826,169.21667,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,5,2,03,2,01,02,2,9,1,3,02,0,3,0,4,2,1,2,2,1,1,99,01200,2,80,13,07,07,1,1,0400,1,11,675222,182.88386,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,4,2,01,2,01,02,2,9,2,5,04,0,3,0,4,2,1,4,1,1,3,03,99999,2,04,13,11,07,1,1,9999,1,11,505729,170.75595,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,1,1,2,5,2,08,2,02,03,1,1,8,4,03,0,3,0,4,2,2,3,1,2,3,02,99999,2,04,03,11,01,1,1,9999,1,11,590048,237.46461,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,1,2,2,2,4,2,4,2,03,1,01,03,2,9,2,6,04,0,3,0,4,2,1,3,2,1,3,09,99999,2,04,13,11,07,1,1,9999,1,11,325217,219.1944,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,8,8,8,8,8,8,9,9,9,9,1,9,2,2,2,2,2,4,2,05,1,01,01,2,9,2,4,02,0,4,0,5,2,1,6,1,1,3,08,99999,2,04,05,11,08,2,2,9999,1,11,727269,230.91585,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,5,2,03,1,01,03,2,9,2,5,04,0,3,0,4,2,1,2,1,1,3,03,99999,2,04,13,11,09,1,1,9999,1,11,348587,208.10882,0,0,0,0,0,0
3,2,9,9,9,1,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,1,4,1,4,2,05,1,02,02,2,9,2,2,02,0,3,0,4,2,1,6,2,1,3,09,99999,2,04,12,11,05,1,1,9999,1,11,693616,211.07609,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,8,2,05,1,02,04,2,9,2,3,03,0,3,0,4,2,1,6,2,1,3,09,99999,2,04,12,11,05,1,1,9999,1,11,720890,219.1944,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,5,2,08,2,01,02,2,9,2,2,02,0,3,0,4,2,1,1,2,1,1,99,01100,2,30,02,07,08,1,1,0550,1,11,087815,228.63215,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,4,2,03,1,01,03,2,9,2,5,03,0,3,0,4,2,1,6,2,1,3,09,99999,2,04,13,11,05,1,1,9999,1,11,372633,222.13958,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,3,2,2,2,2,1,2,12,2,05,06,1,1,1,3,02,0,3,0,4,1,1,1,2,1,1,99,01300,1,31,03,07,05,1,1,0433,1,11,749690,217.0348,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,1,2,2,2,4,2,5,2,03,2,02,02,2,9,2,4,03,0,3,0,4,2,1,6,1,1,3,08,99999,2,04,13,11,09,1,1,9999,1,11,548499,234.66421,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,1,4,1,1,2,08,2,02,04,2,9,2,4,03,0,3,0,4,2,1,4,2,1,3,03,99999,2,04,02,11,08,1,1,9999,1,11,466424,219.84816,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,1,4,1,1,2,08,2,02,04,2,9,2,4,03,0,3,0,4,2,1,4,2,1,3,03,99999,2,04,02,11,08,1,1,9999,1,11,821370,222.13958,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,1,4,2,5,2,07,1,01,01,2,9,1,1,01,1,9,1,9,3,1,2,1,1,3,09,99999,2,04,02,11,08,4,4,9999,1,11,056560,255.25476,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,1,1,2,06,2,01,03,2,9,2,4,03,0,3,0,4,2,1,2,2,1,3,12,99999,2,04,02,11,08,1,1,9999,1,11,364808,219.1944,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,5,2,06,1,01,01,2,9,1,2,02,1,9,1,9,2,1,6,1,1,3,09,99999,2,04,02,11,08,4,4,9999,1,11,758817,234.31353,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,5,2,05,3,02,04,2,9,2,3,03,0,3,0,4,2,1,6,2,1,1,99,00950,2,80,03,07,07,1,1,0316,1,11,824591,212.94171,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,1,4,1,5,2,03,1,01,03,2,9,2,3,03,0,3,0,4,3,1,2,2,1,1,99,01350,2,80,13,07,07,1,1,0450,1,11,615186,230.91585,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,1,2,2,2,4,2,5,2,03,2,01,02,2,9,1,3,03,0,3,0,4,3,1,6,1,1,3,03,99999,2,04,13,11,07,1,1,9999,1,11,005918,237.48937,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,1,2,2,2,4,2,4,2,03,2,01,03,2,9,2,3,03,0,3,0,4,2,1,6,1,1,3,03,99999,2,04,13,11,07,1,1,9999,1,11,080317,201.53222,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,4,8,03,8,01,03,2,9,8,4,03,0,3,0,4,2,1,8,8,8,3,03,99999,2,04,13,11,08,1,1,9999,1,12,023830,272.78568,0,0,1,1,1,0
3,2,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,1,9,9,9,9,9,1,8,2,2,4,2,5,1,01,2,01,02,2,9,2,7,05,0,3,0,4,3,1,6,3,1,3,03,99999,2,04,13,11,08,1,1,9999,8,12,609520,223.55712,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,4,2,05,1,02,03,2,9,2,4,03,0,3,0,4,2,1,6,2,1,3,08,99999,2,04,05,11,09,1,1,9999,1,12,379235,199.89358,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,1,2,2,2,4,2,4,2,03,1,02,03,2,9,1,5,04,0,3,0,4,2,1,6,2,1,1,99,02000,2,80,13,07,07,1,1,0400,1,12,432890,220.19337,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,1,2,2,2,4,2,4,2,04,1,02,04,2,9,2,8,06,0,3,0,4,2,1,6,2,1,3,12,99999,2,04,13,11,07,1,1,9999,1,12,767851,206.25396,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,1,2,2,2,4,2,5,2,01,2,01,02,2,9,2,4,03,0,4,0,4,1,1,6,2,1,3,09,99999,2,04,13,11,07,2,1,9999,1,12,805425,235.38736,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,1,2,2,2,2,5,2,03,2,02,03,2,9,2,3,02,0,3,0,4,2,1,6,2,1,3,08,99999,2,04,13,11,09,1,1,9999,2,12,220008,301.46047,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,2,2,4,2,05,1,02,04,2,9,2,3,02,0,3,0,4,2,1,6,2,1,3,04,99999,2,04,05,11,08,1,1,9999,1,12,605307,222.13958,0,0,0,0,0,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,2,2,4,2,03,1,01,03,2,9,2,4,03,0,3,0,4,2,1,6,2,1,3,09,99999,2,04,13,11,09,1,1,9999,1,12,824190,152.5855,0,0,0,0,1,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,5,2,01,2,01,02,2,9,2,6,04,0,3,0,4,1,1,2,1,1,2,99,99999,2,03,13,05,08,1,1,9999,1,12,152429,162.32655,0,0,0,0,0,0
3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,2,01,2,01,02,2,9,2,4,03,2,9,3,9,2,1,5,1,1,3,03,99999,2,04,13,11,08,5,6,9999,8,12,235470,199.89358,0,0,0,0,1,0
3,2,9,9,9,9,1,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,2,2,2,4,2,8,2,01,2,02,02,2,9,2,8,06,0,3,0,4,2,1,2,1,1,3,08,99999,2,04,13,11,02,1,1,9999,1,12,923937,301.46047,0,0,0,0,0,0
